code,title,sense,original,max_similarity,avg_similarity
11-3071,detective,detective.n.01,detective,4.6337289829588775e-07,1.0291309576316015e-07
11-3071,polouse constable,constable.n.03,police_constable,3.747520972160033e-05,6.395998760139668e-06
11-3071,captain,captain.n.03,captain,1.291444464916676e-06,2.3025152613961768e-07
11-3071,polouse chief,captain.n.03,police_chief,0.0003037967368567085,8.43745720200214e-05
11-3071,polouse captain,captain.n.03,police_captain,0.0013510770827838178,0.00021303452789128466
11-3071,cop,bull.n.05,cop,1.1644050965427434e-06,1.8607821382694001e-07
11-3071,director of central intelligence,director_of_central_intelligence.n.01,director_of_central_intelligence,4.548925427981464e-05,1.2422505110444327e-05
11-3071,investigator,detective.n.01,investigator,8.709069454470674e-08,1.7237247734012875e-08
11-3071,cold storage supervisor,cold.s.13 storehouse.n.01 supervisory_program.n.01,cold_storage_supervisor,1.0,1.0
11-3111,typist,typist.n.01,typist,2.9630123837308588e-05,1.1260420422198713e-05
11-3111,working man,workman.n.01,working_man,2.5462105681293595e-05,9.22445386081175e-06
11-3111,working person,workman.n.01,working_person,2.9235417158648913e-05,9.991714842374298e-06
11-3111,workman,workman.n.01,workman,6.787251191776768e-07,1.7037062360852336e-07
11-3111,spotter,spotter.n.01,spotter,1.3165590844912176e-05,5.917351097585769e-06
11-3111,spotter,spotter.n.02,spotter,1.3165590844912176e-05,5.917351097585769e-06
11-3111,railroad man,trainman.n.01,railroad_man,2.101304884684148e-05,5.673901682011363e-06
11-3111,sandwichman,sandwichman.n.01,sandwichman,3.370018692289863e-07,8.381318800088672e-08
11-3111,sale representative,salesperson.n.01,sales_representative,0.000980465659895372,0.0002847665652876585
11-3111,sale rep,salesperson.n.01,sales_rep,0.0004801683708288039,0.00019669296190036933
11-3111,workingman,workman.n.01,workingman,3.170979473992945e-09,5.670342180647887e-10
11-3111,trainman,trainman.n.01,trainman,9.233600147137519e-08,2.6148844566191535e-08
11-3111,tollgatherer,tollkeeper.n.01,tollgatherer,5.307033340884438e-05,9.223166399739078e-06
11-3111,railroader,trainman.n.01,railroader,2.944952320669881e-07,1.2413227734867202e-07
11-3111,railway man,trainman.n.01,railway_man,6.236441668091852e-06,1.5960189779337538e-06
11-3111,tollman,tollkeeper.n.01,tollman,3.125763265984136e-06,7.319730529009487e-07
11-3111,toll taker,tollkeeper.n.01,toll_taker,9.407149978896688e-06,3.6996343786115647e-06
11-3111,tollkeeper,tollkeeper.n.01,tollkeeper,2.4488147097187054e-06,9.444863841584211e-07
11-3111,toll collector,tollkeeper.n.01,toll_collector,4.986445350685253e-07,3.0407998374205825e-07
11-3111,stock - taker,stocktaker.n.01,stock-taker,1.1194053298416233e-05,2.404386771773269e-06
11-3111,staff member,staff_member.n.01,staff_member,2.397210268440304e-05,5.5019700584970555e-06
11-3111,staffer,staff_member.n.01,staffer,4.821362110782078e-05,1.1636013150109186e-05
11-3111,stage technician,stagehand.n.01,stage_technician,1.4050588157991314e-05,4.879331615151938e-06
11-3111,stocktaker,stocktaker.n.01,stocktaker,4.464461928447165e-06,9.936626276540625e-07
11-3111,salesperson,salesperson.n.01,salesperson,3.0459079789858807e-07,1.475957338886537e-07
11-3111,railwayman,trainman.n.01,railwayman,5.719129217336966e-09,2.1721815288172114e-09
11-3111,public servant,public_servant.n.01,public_servant,9.02787974935052e-05,2.8127657236322844e-05
11-3111,deliverer,deliveryman.n.01,deliverer,8.281108423985184e-06,1.8832016023834623e-06
11-3111,porter,porter.n.06,porter,1.2472656213553006e-09,2.96056473317932e-10
11-3111,clerk,clerk.n.01,clerk,3.2907337382932164e-08,6.969353632340352e-09
11-3111,company man,company_man.n.01,company_man,0.00016419825380491104,4.006922242815001e-05
11-3111,copyist,copyist.n.01,copyist,3.828034437783619e-06,8.106964651739272e-07
11-3111,crewman,crewman.n.03,crewman,1.3201047934764312e-08,2.8403094307566984e-09
11-3111,pullman porter,porter.n.06,pullman_porter,3.0118665142055982e-09,9.068641314416941e-10
11-3111,barkeeper,bartender.n.01,barkeeper,3.2660754631912143e-06,6.714592385696183e-07
11-3111,delivery boy,deliveryman.n.01,delivery_boy,8.877155750130859e-06,3.402485446304744e-06
11-3111,deliveryman,deliveryman.n.01,deliveryman,1.3068332684542035e-05,3.906970013511111e-06
11-3111,restaurant attendant,dining-room_attendant.n.01,restaurant_attendant,3.186923104677927e-06,9.71691909319795e-07
11-3111,dispatcher,dispatcher.n.02,dispatcher,0.00013093871456543272,4.042286726436779e-05
11-3111,shopwalker,floorwalker.n.01,shopwalker,2.688476165614822e-06,9.656188329980568e-07
11-3111,barkeep,bartender.n.01,barkeep,4.672987260775169e-09,1.4757347155862804e-09
11-3111,mixologist,bartender.n.01,mixologist,4.989530870494506e-11,1.285610137803964e-11
11-3111,bartender,bartender.n.01,bartender,2.766512798578658e-09,9.570591297257847e-10
11-3111,manageres,manageress.n.01,manageress,7.839419885478243e-06,3.4921260455161267e-06
11-3111,barman,bartender.n.01,barman,1.7923164538838645e-06,7.273575315906337e-07
11-3111,bank manager,bank_manager.n.01,bank_manager,3.714210373181129e-05,1.3810177966509366e-05
11-3111,office boy,office_boy.n.01,office_boy,2.8039915049648125e-05,8.11916246065774e-06
11-3111,floorwalker,floorwalker.n.01,floorwalker,1.949531595552364e-09,7.054838220894616e-10
11-3111,organization man,organization_man.n.01,organization_man,0.00023588665545769258,6.756136851094607e-05
11-3111,district manager,district_manager.n.01,district_manager,2.942563955864783e-06,8.134040102634362e-07
11-3111,compensation and benefit manager,recompense.n.02 benefit.n.03 director.n.01,compensation_and_benefits_managers,1.0,1.0
11-3111,gardener,gardener.n.02,gardener,2.403315212525713e-09,4.142831239411285e-10
11-3111,employee benefit coordinator,employee.n.01 benefit.n.03 coordinator.n.01,employee_benefits_coordinator,1.0,1.0
11-3111,compensation director,recompense.n.02 film_director.n.01,compensation_director,1.0,1.0
11-3111,employee benefit manager,employee.n.01 benefit.n.03 director.n.01,employee_benefits_manager,1.0,1.0
11-3111,wage and salary administrator,wage.n.01 wage.n.01 administrator.n.03,wage_and_salary_administrator,1.0,1.0
11-3111,director,director.n.01,director,9.845295065888358e-09,1.8734481447328023e-09
11-3111,managing director,director.n.01,managing_director,2.795431023007561e-05,7.648532353745162e-06
11-3111,employee,employee.n.01,employee,5.043460645772002e-09,1.9870672809191653e-09
11-3111,employee benefit director,employee.n.01 benefit.n.03 film_director.n.01,employee_benefits_director,1.0,1.0
11-3111,line worker,line_worker.n.01,line_worker,6.260421575321076e-05,2.3372214629126557e-05
11-3121,position description manager,stead.n.01 description.n.03 director.n.01,position_description_manager,1.0,1.0
11-3121,director,director.n.01,director,1.8913931391960425e-07,4.683042452241561e-08
11-3121,personnel manager,personnel_department.n.01 director.n.01,personnel_manager,1.0,1.0
11-3121,employee relation manager,employee.n.01 sexual_intercourse.n.01 director.n.01,employee_relations_manager,1.0,1.0
11-3121,labor relation director,undertaking.n.01 sexual_intercourse.n.01 film_director.n.01,labor_relations_director,1.0,1.0
11-3121,job analysi manager,problem.n.01 psychoanalysis.n.01 director.n.01,job_analysis_manager,1.0,1.0
11-3121,human resource manager,human.a.03 resource.n.03 director.n.01,human_resources_managers,1.0,1.0
11-3121,managing director,director.n.01,managing_director,0.0002447705526056447,6.242050435777312e-05
11-3121,personnel director,personnel_department.n.01 film_director.n.01,personnel_director,1.0,1.0
11-3121,administrator,administrator.n.03,administrator,0.00021143505939793768,3.583136291447134e-05
11-3121,personnel administrator,personnel_department.n.01 administrator.n.03,personnel_administrator,1.0,1.0
11-3121,district manager,district_manager.n.01,district_manager,6.029091081363409e-06,1.998047692688902e-06
11-3121,manageres,manageress.n.01,manageress,4.3861697137593705e-05,1.5882203899464734e-05
11-3121,commissioner,commissioner.n.01,commissioner,1.6273929777203904e-06,4.6481698641419215e-07
11-3121,director of central intelligence,director_of_central_intelligence.n.01,director_of_central_intelligence,4.7665883628949794e-05,7.429079790307158e-06
11-3121,triumvir,triumvir.n.01,triumvir,6.751292214844951e-08,1.723675230495853e-08
11-3121,bank manager,bank_manager.n.01,bank_manager,0.0003656139697651581,8.156755402456917e-05
11-3131,manageres,manageress.n.01,manageress,8.536398331711095e-06,3.4213757656281796e-06
11-3131,bank manager,bank_manager.n.01,bank_manager,1.5973887707539537e-05,6.373623315465909e-06
11-3131,employee development manager,employee.n.01 growth.n.01 director.n.01,employee_development_manager,1.0,1.0
11-3131,employee development director,employee.n.01 growth.n.01 film_director.n.01,employee_development_director,1.0,1.0
11-3131,e - learning manager,director.n.01,e-learning_manager,1.0,1.0
11-3131,managing director,director.n.01,managing_director,9.766095669765748e-05,2.8021998765001474e-05
11-3131,director,director.n.01,director,2.389047184155742e-09,7.416996919860932e-10
11-3131,training and development manager,training.n.01 growth.n.01 coach.n.01,training_and_development_managers,1.0,1.0
11-3131,district manager,district_manager.n.01,district_manager,1.5875741719562766e-07,5.7658289315932287e-08
11-9013,bank manager,bank_manager.n.01,bank_manager,0.00031543284894664994,7.881205345652564e-05
11-9013,managing director,director.n.01,managing_director,0.0001732878406412369,3.0445124485444394e-05
11-9013,director,director.n.01,director,4.7369138907096845e-07,5.1039785233433836e-08
11-9013,operator,operator.n.05,operator,5.263832503738257e-06,7.520926458687216e-07
11-9013,orchard manager,grove.n.02 director.n.01,orchard_manager,1.0,1.0
11-9013,christmas tree farm manager,christmas.n.02 tree.v.04 farm.n.01 director.n.01,christmas_tree_farm_manager,1.0,1.0
11-9013,greenhouse manager,greenhouse.n.01 director.n.01,greenhouse_manager,1.0,1.0
11-9013,fish hatchery manager,pisces.n.02 hatchery.n.01 director.n.01,fish_hatchery_manager,1.0,1.0
11-9013,dairy farm manager,dairy.n.01 farm.n.01 director.n.01,dairy_farm_manager,1.0,1.0
11-9013,district manager,district_manager.n.01,district_manager,1.63031529907302e-06,2.814727058449122e-07
11-9013,beef farm operator,gripe.n.01 farm.n.01 operator.n.05,beef_farm_operator,1.0,1.0
11-9013,aquaculture farm manager,aquaculture.n.01 farm.n.01 director.n.01,aquaculture_farm_manager,1.0,1.0
11-9013,animal husbandry manager,animal.s.01 farming.n.01 director.n.01,animal_husbandry_manager,1.0,1.0
11-9013,agricultural crop farm manager,agricultural.a.01 crop.n.05 farm.n.01 director.n.01,agricultural_crop_farm_manager,1.0,1.0
11-9013,hatchery manager,hatchery.n.01 director.n.01,hatchery_manager,1.0,1.0
11-9013,manageres,manageress.n.01,manageress,0.0001408471924718239,2.4668768549762363e-05
11-9013,"farmer , rancher , and other agricultural manager",farmer.n.01 rancher.n.01 agricultural.a.01 director.n.01,"farmers,_ranchers,_and_other_agricultural_managers",1.0,1.0
11-9021,constructor,builder.n.03,constructor,1.5731816672717929e-06,5.542256820017501e-07
11-9021,builder,builder.n.03,builder,7.002572146046858e-08,1.4329149165748833e-08
11-9021,triumvir,triumvir.n.01,triumvir,2.3892125292035986e-07,7.204130049787847e-08
11-9021,general contractor,general.s.05 contractor.n.03,general_contractor,1.0,1.0
11-9021,construction superintendent,structure.n.01 superintendent.n.02,construction_superintendent,1.0,1.0
11-9021,construction coordinator,structure.n.01 coordinator.n.01,construction_coordinator,1.0,1.0
11-9021,construction manager,structure.n.01 director.n.01,construction_managers,1.0,1.0
11-9021,director of central intelligence,director_of_central_intelligence.n.01,director_of_central_intelligence,5.637883924628705e-07,1.5722035842598264e-07
11-9021,commissioner,commissioner.n.01,commissioner,4.061686384811592e-06,1.190341336217648e-06
11-9021,coordinator,coordinator.n.01,coordinator,1.0178023559555157e-05,2.060463328896058e-06
11-9021,contractor,contractor.n.03,contractor,0.02138163535906256,0.00828184086179264
11-9021,superintendent,superintendent.n.02,superintendent,1.8180207611484642e-06,4.561995922833434e-07
11-9021,administrator,administrator.n.03,administrator,0.0003140188586316732,8.150165195718834e-05
11-9021,masonry contractor administrator,masonry.n.03 contractor.n.03 administrator.n.03,masonry_contractor_administrator,1.0,1.0
11-9031,coordinator,coordinator.n.01,coordinator,2.5933178355913247e-07,3.86107060838226e-08
11-9031,childcare center administrator,childcare.n.01 plaza.n.02 administrator.n.03,childcare_center_administrator,1.0,1.0
11-9031,administrator,administrator.n.03,administrator,4.6152233145101145e-06,7.559707872090367e-07
11-9031,childcare center director,childcare.n.01 plaza.n.02 film_director.n.01,childcare_center_director,1.0,1.0
11-9031,head start director,steer.v.01 startle.n.01 film_director.n.01,head_start_director,1.0,1.0
11-9031,director,film_director.n.01,director,1.367716618374268e-06,1.9660060839625417e-07
11-9031,film director,film_director.n.01,film_director,8.255966682248233e-05,1.188978007888735e-05
11-9031,triumvir,triumvir.n.01,triumvir,2.0672514825611738e-07,4.3273907573245066e-08
11-9031,director of central intelligence,director_of_central_intelligence.n.01,director_of_central_intelligence,1.5582961578666987e-05,4.3809812372512356e-06
11-9031,commissioner,commissioner.n.01,commissioner,3.4844866216758715e-07,8.877265040048828e-08
11-9031,"education and childcare administrator , preschool and day care",education.n.05 childcare.n.01 administrator.n.03 preschool.n.01 sidereal_day.n.01 concern.n.02,"education_and_childcare_administrators,_preschool_and_day_care",1.0,1.0
11-9031,preschool director,preschool.n.01 film_director.n.01,preschool_director,1.0,1.0
11-9032,k - 12 school principal,school.n.07 principal.n.02,k-12_school_principal,1.0,1.0
11-9032,headmaster,headmaster.n.01,headmaster,2.506309544867701e-05,5.115507805317411e-06
11-9032,"education administrator , kindergarten through secondary",education.n.05 administrator.n.03 kindergarten.n.01 secondary.s.05,"education_administrators,_kindergarten_through_secondary",1.0,1.0
11-9032,junior high school principal,junior.s.02 high.s.07 school.n.07 principal.n.02,junior_high_school_principal,1.0,1.0
11-9032,middle school principal,middle.a.04 school.n.07 principal.n.02,middle_school_principal,1.0,1.0
11-9032,principal,principal.n.02,principal,8.257984347405487e-05,1.4023238712673083e-05
11-9032,head teacher,principal.n.02,head_teacher,0.0013827091459840705,0.00026781069513669473
11-9032,school principal,principal.n.02,school_principal,0.4122873214046285,0.13596402369356606
11-9032,chancellor,chancellor.n.03,chancellor,1.3537793518833357e-11,2.411848609624666e-12
