code,title,sense,original
15-1221,computer scientist,,computer_scientist
15-1231,network technician,,network_technician
15-1231,specialist,,specialist
15-1231,specialist,,specialists
15-1231,network diagnostic support specialist,,network_diagnostic_support_specialist
15-1231,technician,,technician
15-1231,computer network support specialist,,computer_network_support_specialists
15-1231,network support technician,,network_support_technician
15-1232,specialist,,specialist
15-1232,technician,,technician
15-1232,representative,,representative
15-1232,pc support specialist,,pc_support_specialist
15-1232,help desk technician,,help_desk_technician
15-1232,specialist,,specialists
15-1232,it support specialist,,it_support_specialist
15-1232,analyst,,analyst
15-1232,computer user support specialist,,computer_user_support_specialists
15-1232,computer help desk specialist,,computer_help_desk_specialist
15-1232,end - user support specialist,,end-user_support_specialist
15-1232,computer customer support specialist,,computer_customer_support_specialist
15-1241,computer network architect,,computer_network_architects
15-1241,architect,,architects
15-1241,engineer,,engineer
15-1241,developer,,developer
15-1241,designer,,designer
15-1241,computer network engineer,,computer_network_engineer
15-1241,network developer,,network_developer
15-1241,network designer,,network_designer
15-1241,network engineer,,network_engineer
15-1242,programmer,,programmer
15-1242,coordinator,,coordinator
15-1242,database administrator,,database_administrators
15-1242,database administration manager,,database_administration_manager
15-1242,database coordinator,,database_coordinator
15-1242,automatic datum processing planner,,automatic_data_processing_planner
15-1242,administrator,,administrators
15-1242,database security administrator,,database_security_administrator
15-1242,database programmer,,database_programmer
15-1242,planner,,planner
15-1242,administrator,,administrator
15-1243,architect,,architect
15-1243,database architect,,database_architects
15-1243,datum architect,,data_architect
15-1243,specialist,,specialist
15-1243,developer,,developer
15-1243,datum integration specialist,,data_integration_specialist
15-1243,architect,,architects
15-1244,network analyst,,network_analyst
15-1244,local area network administrator,,local_area_network_administrator
15-1244,network system administrator,,network_systems_administrator
15-1244,network support coordinator,,network_support_coordinator
15-1244,network and computer system administrator,,network_and_computer_systems_administrators
15-1244,coordinator,,coordinator
15-1244,network system coordinator,,network_systems_coordinator
15-1244,analyst,,analyst
15-1244,lan system administrator,,lan_systems_administrator
15-1244,network coordinator,,network_coordinator
15-1244,network support manager,,network_support_manager
15-1244,wan system administrator,,wan_systems_administrator
15-1244,lan administrator,,lan_administrator
15-1244,wide area network administrator,,wide_area_network_administrator
15-1244,administrator,,administrator
15-1251,system programmer,,systems_programmer
15-1251,developer,,developer
15-1251,programmer,,programmer
15-1251,mainframe programmer,,mainframe_programmer
15-1251,computer programmer,,computer_programmer
15-1251,programmer,,programmers
15-1251,application programmer,,applications_programmer
15-1251,coder,,coder
15-1251,it programmer,,it_programmer
15-1251,junior software developer,,junior_software_developer
15-1251,computer programmer,,computer_programmers
15-1252,computer system software engineer,,computer_systems_software_engineer
15-1252,system software developer,,systems_software_developer
15-1252,computer system engineer,,computer_systems_engineer
15-1252,system software specialist,,systems_software_specialist
15-1252,computer application developer,,computer_applications_developer
15-1252,specialist,,specialist
15-1252,software application designer,,software_applications_designer
15-1252,architect,,architect
15-1252,software application architect,,software_applications_architect
15-1252,developer,,developers
15-1252,engineer,,engineer
15-1252,software system engineer,,software_systems_engineer
15-1252,mobile application developer,,mobile_applications_developer
15-1252,computer system software architect,,computer_systems_software_architect
15-1252,enterprise system engineer,,enterprise_systems_engineer
15-1252,developer,,developer
15-1252,software developer,,software_developers
15-1252,designer,,designer
15-1252,computer application engineer,,computer_applications_engineer
15-1252,embedded system software developer,,embedded_systems_software_developer
15-1252,application integration engineer,,application_integration_engineer
15-1252,system software designer,,systems_software_designer
15-1252,software application engineer,,software_applications_engineer
15-1252,software engineer,,software_engineer
15-1253,tester,,tester
15-1253,engineer,,engineer
15-1253,software quality engineer,,software_quality_engineer
15-1253,software test engineer,,software_test_engineer
15-1253,software quality assurance analyst and tester,,software_quality_assurance_analysts_and_testers
15-1253,software quality control specialist,,software_quality_control_specialist
15-1253,specialist,,specialist
15-1253,technician,,technician
15-1253,software quality assurance technician,,software_quality_assurance_technician
15-1254,architect,,architect
15-1254,developer,,developer
15-1254,web application developer,,web_applications_developer
15-1254,web developer,,web_developer
15-1254,web architect,,web_architect
15-1254,web developer,,web_developers
15-1254,web content developer,,web_content_developer
15-1254,intranet developer,,intranet_developer
15-1254,developer,,developers
15-1255,digital designer,,digital_designer
15-1255,graphic web designer,,graphic_web_designer
15-1255,web content specialist,,web_content_specialist
15-1255,specialist,,specialist
15-1255,designer,,designer
15-1255,web and digital interface designer,,web_and_digital_interface_designers
15-1299,operator,,operator
15-1299,technician,,technician
15-1299,datum center operator,,data_center_operator
15-1299,computer laboratory technician,,computer_laboratory_technician
15-2011,associate,,associate
15-2011,mathematician,,mathematician
15-2011,actuary,,actuary
15-2011,actuarial mathematician,,actuarial_mathematician
15-2011,actuary,,actuaries
15-2011,pricing actuary,,pricing_actuary
15-2011,product development actuary,,product_development_actuary
15-2011,health actuary,,health_actuary
15-2011,actuarial associate,,actuarial_associate
15-2021,geometrician,,geometrician
15-2021,cryptographic vulnerability analyst,,cryptographic_vulnerability_analyst
15-2021,analyst,,analyst
15-2021,cryptographer,,cryptographer
15-2021,mathematician,,mathematicians
15-2031,analyst,,analysts
15-2031,analyst,,analyst
15-2031,procedure analyst,,procedure_analyst
15-2031,operation analyst,,operations_analyst
15-2031,proces analyst,,process_analyst
15-2031,operation research analyst,,operations_research_analysts
15-2041,analytical statistician,,analytical_statistician
15-2041,research biostatistician,,research_biostatistician
15-2041,statistician,,statistician
15-2041,biostatistician,,biostatistician
15-2041,mathematical statistician,,mathematical_statistician
15-2041,statistical analyst,,statistical_analyst
15-2041,sampling expert,,sampling_expert
15-2041,statistician,,statisticians
15-2041,statistical reporting analyst,,statistical_reporting_analyst
15-2041,applied statistician,,applied_statistician
15-2041,analyst,,analyst
15-2041,biometrician,,biometrician
15-2041,environmental statistician,,environmental_statistician
15-2051,busines intelligence developer,,business_intelligence_developer
15-2051,datum visualization developer,,data_visualization_developer
15-2051,scientist,,scientists
15-2051,datum analytic specialist,,data_analytics_specialist
15-2051,specialist,,specialist
15-2051,datum mining analyst,,data_mining_analyst
15-2051,analyst,,analyst
15-2051,datum scientist,,data_scientists
15-2051,developer,,developer
15-2099,mathematics technician,,mathematics_technician
15-2099,analyst,,analyst
15-2099,harmonic analyst,,harmonic_analyst
15-2099,technician,,technician
15-2099,mathematical engineering technician,,mathematical_engineering_technician
15-2099,"mathematical science occupation , all other",,"mathematical_science_occupations,_all_other"
17-1011,architect,,architect
17-1011,designer,,designer
17-1011,building architect,,building_architect
17-1011,"architect , except landscape and naval",,"architects,_except_landscape_and_naval"
17-1011,structural architect,,structural_architect
17-1012,designer,,designer
17-1012,golf course architect,,golf_course_architect
17-1012,landscape designer,,landscape_designer
17-1012,landscape architect,,landscape_architect
17-1012,architect,,architect
17-1012,golf course designer,,golf_course_designer
17-1012,architect,,architects
17-1012,landscape architect,,landscape_architects
17-1021,cartographer and photogrammetrist,,cartographers_and_photogrammetrists
17-1021,topographer,,topographer
17-1021,orthophotography technician,,orthophotography_technician
17-1021,photogrammetrist,,photogrammetrist
17-1021,map maker,,map_maker
17-1021,technician,,technician
17-1021,"engineer , photogrammetric",,"engineer,_photogrammetric"
17-1021,maker,,maker
17-1021,cartographer,,cartographer
17-1021,digital cartographer,,digital_cartographer
17-1021,mapper,,mapper
17-1022,geophysical prospecting surveyor,,geophysical_prospecting_surveyor
17-1022,mineral surveyor,,mineral_surveyor
17-1022,topographical surveyor,,topographical_surveyor
17-1022,surveyor,,surveyor
17-1022,mine surveyor,,mine_surveyor
17-1022,city surveyor,,city_surveyor
17-1022,surveyor,,surveyors
